node_id,module,x,y,z,out_degree,pagerank,hodge,pca1,pca2,cluster
241,2,635601,220347,92050,19,0.0006076438771327,-0.3714697426074845,-0.7275344672249905,1.291273193406845,9
242,2,661056,198560,41320,19,0.0004737090966908,-0.8300897359772802,-0.8913656669582644,2.238129193936375,3
243,13,423416,164532,174800,8,9.807994249426672e-05,0.0268578419992351,1.1197916338859732,-0.6740833926522626,4
244,8,633308,143508,96240,6,0.0001222377364938,0.0453841196063034,-0.1809229019707393,1.0695692349848114,9
245,13,401760,156704,219880,10,9.851112182469925e-05,-0.0381112912687681,1.7655603511461588,-1.0286684829909227,4
246,14,638388,173116,143760,4,9.337125536388414e-05,-0.1279739434697844,0.2067841273771066,0.9420270067826896,2
247,3,340032,262272,124800,23,0.0002128167434646,0.166591542634646,-0.217653416366849,-1.2462800206370752,1
248,20,474764,123430,164060,22,0.0005319420747558,0.2729208608265715,0.9094605535045754,-0.613467028434704,0
249,2,663968,196638,158700,26,7.597298347261449e-05,0.5429593640350484,-0.5223477244257638,0.1163980986542351,8
250,17,579296,129024,164280,45,0.0007478776390821,-0.1242027588581773,0.5952090632525977,0.1674521311333241,8
251,14,577483,276687,24229,273,0.0004780845328402,0.8939344004217633,-4.889940422867514,-2.151746943830218,6
252,11,608160,336064,68760,60,0.0003557798326339,0.8790314700090519,-3.0219617334655053,-0.459723375412905,3
253,11,536640,189728,33840,7,0.0002690240470379,-0.1355921074010055,-0.8584375554877078,1.006764414612297,9
